,subject,timepoint,event,region,signal,unique_subject_id,recording_id
934,s3,12,cue,frontal,-0.0707140495083999,s3_cue,s3_cue
935,s2,12,cue,frontal,0.0423628697685,s2_cue,s2_cue
936,s1,12,cue,frontal,0.0122552469576,s1_cue,s1_cue
937,s0,12,cue,frontal,-0.00712513368928,s0_cue,s0_cue
938,s13,11,cue,frontal,-0.0403692122031,s13_cue,s13_cue
939,s12,11,cue,frontal,-0.00634925805976,s12_cue,s12_cue
940,s11,11,cue,frontal,0.0305283964358,s11_cue,s11_cue
941,s10,11,cue,frontal,-0.00150336559644,s10_cue,s10_cue
942,s9,11,cue,frontal,0.0203803438083,s9_cue,s9_cue
943,s8,11,cue,frontal,-0.014830160753,s8_cue,s8_cue
944,s7,11,cue,frontal,-0.00511408076251,s7_cue,s7_cue
945,s6,11,cue,frontal,-0.0520117791936,s6_cue,s6_cue
946,s5,11,cue,frontal,-0.023329026041,s5_cue,s5_cue
947,s4,11,cue,frontal,-0.0246927650157,s4_cue,s4_cue
948,s2,11,cue,frontal,0.0226803666835,s2_cue,s2_cue
950,s1,11,cue,frontal,-0.0327696443626,s1_cue,s1_cue
951,s0,11,cue,frontal,0.00746043079225,s0_cue,s0_cue
952,s13,10,cue,frontal,-0.0662865277457,s13_cue,s13_cue
953,s12,10,cue,frontal,-0.00935375301823,s12_cue,s12_cue
954,s5,12,cue,frontal,-0.0181459403033,s5_cue,s5_cue
955,s11,10,cue,frontal,-0.00413791137607,s11_cue,s11_cue
956,s6,12,cue,frontal,-0.0436995941144,s6_cue,s6_cue
957,s8,12,cue,frontal,-0.0074306930527299,s8_cue,s8_cue
958,s1,14,cue,frontal,0.0202417407157,s1_cue,s1_cue
959,s0,14,cue,frontal,-0.0240757144387,s0_cue,s0_cue
960,s13,13,cue,frontal,-0.00938827240792,s13_cue,s13_cue
961,s12,13,cue,frontal,-0.00444996952793,s12_cue,s12_cue
962,s11,13,cue,frontal,0.0595103573341,s11_cue,s11_cue
963,s10,13,cue,frontal,0.00439974274153,s10_cue,s10_cue
964,s4,12,cue,frontal,-0.0169839066739999,s4_cue,s4_cue
965,s3,7,cue,frontal,0.0266682447552,s3_cue,s3_cue
966,s1,7,cue,frontal,-0.0538251940234,s1_cue,s1_cue
968,s4,0,cue,frontal,-0.0391164884965,s4_cue,s4_cue
969,s3,0,cue,frontal,-0.000546239981701,s3_cue,s3_cue
970,s2,0,cue,frontal,0.00780174578614,s2_cue,s2_cue
971,s9,1,cue,frontal,0.00534188564044,s9_cue,s9_cue
972,s7,3,cue,frontal,-0.0396855716001,s7_cue,s7_cue
973,s10,1,cue,frontal,-0.0225271650437,s10_cue,s10_cue
974,s12,1,cue,frontal,-0.00717138016831,s12_cue,s12_cue
975,s5,3,cue,frontal,0.0256926505756,s5_cue,s5_cue
976,s4,3,cue,frontal,0.11851503795,s4_cue,s4_cue
977,s3,3,cue,frontal,0.0199464936977,s3_cue,s3_cue
978,s2,3,cue,frontal,0.00991479192006,s2_cue,s2_cue
979,s1,3,cue,frontal,0.0377499519166,s1_cue,s1_cue
980,s0,3,cue,frontal,0.0478587888422,s0_cue,s0_cue
981,s13,2,cue,frontal,0.00439599259064,s13_cue,s13_cue
982,s12,2,cue,frontal,-0.0075071279196,s12_cue,s12_cue
983,s11,2,cue,frontal,-0.0567680902434,s11_cue,s11_cue
984,s10,2,cue,frontal,-0.0198766661917,s10_cue,s10_cue
985,s9,2,cue,frontal,0.0279644197969,s9_cue,s9_cue
986,s8,2,cue,frontal,-0.0124962347482,s8_cue,s8_cue
987,s7,2,cue,frontal,-0.0430136827124,s7_cue,s7_cue
988,s6,2,cue,frontal,0.00921076678749,s6_cue,s6_cue
989,s5,2,cue,frontal,0.00212052147172,s5_cue,s5_cue
990,s4,2,cue,frontal,0.0188497629838,s4_cue,s4_cue
991,s3,2,cue,frontal,0.00245283621298,s3_cue,s3_cue
992,s2,2,cue,frontal,-0.00904849028299,s2_cue,s2_cue
993,s1,2,cue,frontal,-0.0270658901671,s1_cue,s1_cue
994,s0,2,cue,frontal,0.0242960024654,s0_cue,s0_cue
995,s13,1,cue,frontal,-0.01034610232,s13_cue,s13_cue
996,s11,1,cue,frontal,-0.05881368166,s11_cue,s11_cue
997,s9,13,cue,frontal,0.0200739571079,s9_cue,s9_cue
998,s8,13,cue,frontal,0.00841925673815,s8_cue,s8_cue
999,s7,13,cue,frontal,-0.0175130907603,s7_cue,s7_cue
1000,s8,7,cue,frontal,0.0190275220282,s8_cue,s8_cue
1001,s6,7,cue,frontal,-0.0422953819265,s6_cue,s6_cue
1002,s5,7,cue,frontal,-0.014399555076,s5_cue,s5_cue
1003,s4,7,cue,frontal,-0.0867856744236,s4_cue,s4_cue
1004,s11,8,cue,frontal,-0.0449253297058,s11_cue,s11_cue
1005,s9,10,cue,frontal,0.0104634607701,s9_cue,s9_cue
1006,s12,8,cue,frontal,-0.00319476716939,s12_cue,s12_cue
1007,s0,9,cue,frontal,0.0100270560903,s0_cue,s0_cue
1008,s7,10,cue,frontal,0.0055851620763,s7_cue,s7_cue
1009,s6,10,cue,frontal,-0.0642260670844,s6_cue,s6_cue
1010,s5,10,cue,frontal,-0.0255391841237,s5_cue,s5_cue
1011,s4,10,cue,frontal,-0.0665928664573,s4_cue,s4_cue
1012,s3,10,cue,frontal,-0.0932567846039,s3_cue,s3_cue
1013,s2,10,cue,frontal,-0.00377066682741,s2_cue,s2_cue
1014,s1,10,cue,frontal,-0.0979839589249,s1_cue,s1_cue
1015,s0,10,cue,frontal,0.0109838741313,s0_cue,s0_cue
1016,s13,9,cue,frontal,-0.0829548408148,s13_cue,s13_cue
1017,s12,9,cue,frontal,-0.00765607359626,s12_cue,s12_cue
1018,s11,9,cue,frontal,-0.0361396960515,s11_cue,s11_cue
1019,s10,9,cue,frontal,-0.0393027138944,s10_cue,s10_cue
1020,s9,9,cue,frontal,-0.00313320233461,s9_cue,s9_cue
1021,s8,9,cue,frontal,-0.00573536473473,s8_cue,s8_cue
1022,s7,9,cue,frontal,0.014398518726,s7_cue,s7_cue
1023,s6,9,cue,frontal,-0.0708980825768999,s6_cue,s6_cue
1024,s5,9,cue,frontal,-0.0288370652557,s5_cue,s5_cue
1025,s4,9,cue,frontal,-0.136591741754,s4_cue,s4_cue
1026,s3,9,cue,frontal,-0.0775334474769,s3_cue,s3_cue
1027,s2,9,cue,frontal,-0.037688644057,s2_cue,s2_cue
1028,s1,9,cue,frontal,-0.146047994493,s1_cue,s1_cue
1029,s13,8,cue,frontal,-0.0709909206509,s13_cue,s13_cue
1030,s7,7,cue,frontal,0.00884398104803,s7_cue,s7_cue
1031,s9,7,cue,frontal,0.0036425919011,s9_cue,s9_cue
1032,s6,13,cue,frontal,-0.0376522604288,s6_cue,s6_cue
1033,s10,7,cue,frontal,-0.0470836486117,s10_cue,s10_cue
1034,s5,13,cue,frontal,-0.0149847251958999,s5_cue,s5_cue
1035,s4,13,cue,frontal,-0.0215142189251,s4_cue,s4_cue
1036,s3,13,cue,frontal,-0.0476390505751,s3_cue,s3_cue
1037,s2,13,cue,frontal,0.0479183348854,s2_cue,s2_cue
1038,s1,13,cue,frontal,0.0283786550184,s1_cue,s1_cue
1039,s0,13,cue,frontal,-0.0217289851851,s0_cue,s0_cue
1040,s13,12,cue,frontal,-0.0206860781516,s13_cue,s13_cue
1041,s12,12,cue,frontal,-0.00303419038518,s12_cue,s12_cue
1042,s11,12,cue,frontal,0.0557662167698,s11_cue,s11_cue
1043,s10,12,cue,frontal,0.00571118118196,s10_cue,s10_cue
1044,s9,12,cue,frontal,0.0242915167749,s9_cue,s9_cue
1045,s7,12,cue,frontal,-0.0140053394853,s7_cue,s7_cue
1046,s2,7,cue,frontal,-0.0783632202795,s2_cue,s2_cue
1047,s10,10,cue,frontal,-0.0161241042357,s10_cue,s10_cue
1048,s8,10,cue,frontal,-0.0151405187963,s8_cue,s8_cue
1049,s10,8,cue,frontal,-0.0525045392834,s10_cue,s10_cue
1050,s9,8,cue,frontal,-0.00872863201429,s9_cue,s9_cue
1051,s8,8,cue,frontal,0.00727779021147,s8_cue,s8_cue
1052,s7,8,cue,frontal,0.015765089874,s7_cue,s7_cue
1053,s6,8,cue,frontal,-0.0639606670951,s6_cue,s6_cue
1054,s5,8,cue,frontal,-0.0282917476443,s5_cue,s5_cue
1055,s4,8,cue,frontal,-0.160820708077,s4_cue,s4_cue
1056,s3,8,cue,frontal,-0.0338482069836,s3_cue,s3_cue
1057,s2,8,cue,frontal,-0.0696658068792,s2_cue,s2_cue
1058,s1,8,cue,frontal,-0.136059024168,s1_cue,s1_cue
1059,s0,8,cue,frontal,0.0181654208514,s0_cue,s0_cue
1060,s13,7,cue,frontal,-0.0291302997811,s13_cue,s13_cue
1061,s12,7,cue,frontal,-0.00493910613621,s12_cue,s12_cue
1062,s11,7,cue,frontal,-0.0253667098182,s11_cue,s11_cue
