,subject,timepoint,event,region,signal,unique_subject_id,recording_id
808,s4,18,cue,parietal,-0.0527355807224,s4_cue,s4_cue
809,s3,18,cue,parietal,-0.0397100941829,s3_cue,s3_cue
810,s2,18,cue,parietal,0.0178053386573,s2_cue,s2_cue
811,s1,18,cue,parietal,-0.0263701313418,s1_cue,s1_cue
812,s0,18,cue,parietal,-0.0146635254755,s0_cue,s0_cue
813,s6,14,cue,parietal,-0.0142616476371,s6_cue,s6_cue
814,s11,17,cue,parietal,0.0318670051798,s11_cue,s11_cue
815,s13,18,cue,parietal,-0.0208155049959,s13_cue,s13_cue
816,s10,17,cue,parietal,-0.0312467589892,s10_cue,s10_cue
817,s9,17,cue,parietal,-0.0363623279856,s9_cue,s9_cue
818,s8,17,cue,parietal,-0.00591917445721,s8_cue,s8_cue
819,s7,17,cue,parietal,-0.0264353200358,s7_cue,s7_cue
820,s6,17,cue,parietal,0.0279699301572,s6_cue,s6_cue
821,s5,17,cue,parietal,0.0258273000272,s5_cue,s5_cue
822,s4,17,cue,parietal,-0.0373954538034,s4_cue,s4_cue
823,s3,17,cue,parietal,-0.0395893913264,s3_cue,s3_cue
824,s2,17,cue,parietal,0.0178025751851,s2_cue,s2_cue
825,s1,17,cue,parietal,-0.0104811213701,s1_cue,s1_cue
826,s0,17,cue,parietal,-0.0258956572719,s0_cue,s0_cue
827,s13,16,cue,parietal,-0.00937936303601,s13_cue,s13_cue
828,s12,16,cue,parietal,-0.022735163424,s12_cue,s12_cue
829,s12,17,cue,parietal,-0.0153776919753,s12_cue,s12_cue
830,s7,9,cue,parietal,-0.000159037536707,s7_cue,s7_cue
831,s11,16,cue,parietal,0.0293067638073,s11_cue,s11_cue
832,s10,16,cue,parietal,-0.0169822376089,s10_cue,s10_cue
833,s9,16,cue,parietal,-0.0353947901914,s9_cue,s9_cue
834,s6,16,cue,parietal,0.0206264477832,s6_cue,s6_cue
835,s5,16,cue,parietal,0.0160045120059,s5_cue,s5_cue
836,s4,16,cue,parietal,-0.0207591309447,s4_cue,s4_cue
837,s3,16,cue,parietal,-0.0418992949281,s3_cue,s3_cue
838,s2,16,cue,parietal,0.0249311031,s2_cue,s2_cue
839,s1,16,cue,parietal,-0.000349269380833,s1_cue,s1_cue
840,s0,16,cue,parietal,-0.0261216685939,s0_cue,s0_cue
841,s13,15,cue,parietal,-0.00138989175368,s13_cue,s13_cue
842,s12,15,cue,parietal,-0.0248011314139,s12_cue,s12_cue
843,s11,15,cue,parietal,0.0374345270052,s11_cue,s11_cue
844,s10,15,cue,parietal,-0.0088870112270499,s10_cue,s10_cue
845,s9,15,cue,parietal,-0.0382567607244,s9_cue,s9_cue
846,s8,15,cue,parietal,0.0035904133751,s8_cue,s8_cue
847,s7,15,cue,parietal,-0.0138385715149,s7_cue,s7_cue
848,s6,15,cue,parietal,0.0064409065029399,s6_cue,s6_cue
849,s5,15,cue,parietal,0.00788463386574,s5_cue,s5_cue
850,s4,15,cue,parietal,-0.0122946946186,s4_cue,s4_cue
851,s3,15,cue,parietal,-0.0422532327786,s3_cue,s3_cue
852,s2,15,cue,parietal,0.0315954006514,s2_cue,s2_cue
853,s1,15,cue,parietal,0.00323779436699,s1_cue,s1_cue
854,s0,15,cue,parietal,-0.0256137872876,s0_cue,s0_cue
855,s13,14,cue,parietal,-0.00371380944378,s13_cue,s13_cue
856,s12,14,cue,parietal,-0.0218242453639,s12_cue,s12_cue
857,s11,14,cue,parietal,0.0413420912135,s11_cue,s11_cue
858,s10,14,cue,parietal,-0.01076149627,s10_cue,s10_cue
859,s9,14,cue,parietal,-0.0343864557897,s9_cue,s9_cue
860,s8,14,cue,parietal,-0.0072021608824799,s8_cue,s8_cue
861,s7,14,cue,parietal,-0.00865464722562,s7_cue,s7_cue
862,s8,16,cue,parietal,0.000848484335915,s8_cue,s8_cue
863,s5,14,cue,parietal,0.00481594181701,s5_cue,s5_cue
864,s3,14,cue,parietal,-0.0483762564626,s3_cue,s3_cue
866,s2,13,cue,parietal,0.0394762595721,s2_cue,s2_cue
867,s13,11,cue,parietal,-0.0506949753525,s13_cue,s13_cue
868,s1,14,cue,parietal,-0.0190197680179,s1_cue,s1_cue
869,s0,14,cue,parietal,-0.0310804448803,s0_cue,s0_cue
870,s13,13,cue,parietal,-0.009111630042,s13_cue,s13_cue
871,s12,13,cue,parietal,-0.0201091472848,s12_cue,s12_cue
872,s11,13,cue,parietal,0.0281606901408,s11_cue,s11_cue
873,s10,13,cue,parietal,-0.0215872192407,s10_cue,s10_cue
874,s9,13,cue,parietal,-0.0169703491926,s9_cue,s9_cue
875,s8,13,cue,parietal,-0.0264047266,s8_cue,s8_cue
876,s7,13,cue,parietal,-0.0140842106927,s7_cue,s7_cue
877,s6,13,cue,parietal,-0.0305608727258,s6_cue,s6_cue
878,s5,13,cue,parietal,-0.00650677088446,s5_cue,s5_cue
879,s4,13,cue,parietal,-0.0106126462175,s4_cue,s4_cue
880,s3,13,cue,parietal,-0.0637047193938,s3_cue,s3_cue
881,s2,14,cue,parietal,0.0358399852165,s2_cue,s2_cue
882,s10,11,cue,parietal,-0.0454599782412,s10_cue,s10_cue
883,s0,13,cue,parietal,-0.035779817917,s0_cue,s0_cue
884,s1,12,cue,parietal,-0.103784572155,s1_cue,s1_cue
885,s2,12,cue,parietal,0.0309226741576,s2_cue,s2_cue
886,s3,12,cue,parietal,-0.0814599979227,s3_cue,s3_cue
887,s4,12,cue,parietal,-0.00709210399119,s4_cue,s4_cue
888,s1,13,cue,parietal,-0.0527102127415,s1_cue,s1_cue
889,s6,12,cue,parietal,-0.0425893680536,s6_cue,s6_cue
890,s5,12,cue,parietal,-0.0220329006251,s5_cue,s5_cue
891,s8,12,cue,parietal,-0.0421123872143,s8_cue,s8_cue
892,s9,12,cue,parietal,-0.00404433151899,s9_cue,s9_cue
893,s10,12,cue,parietal,-0.0309973342255,s10_cue,s10_cue
894,s11,12,cue,parietal,-0.00237654002501,s11_cue,s11_cue
895,s12,12,cue,parietal,-0.0178295249988,s12_cue,s12_cue
896,s13,12,cue,parietal,-0.0257164101976,s13_cue,s13_cue
897,s0,12,cue,parietal,-0.0369433541353,s0_cue,s0_cue
898,s12,10,cue,parietal,-0.0179281868977,s12_cue,s12_cue
899,s12,11,cue,parietal,-0.0185363979845,s12_cue,s12_cue
900,s9,10,cue,parietal,-0.0135379597181,s9_cue,s9_cue
901,s9,11,cue,parietal,-0.00414114683393,s9_cue,s9_cue
902,s8,11,cue,parietal,-0.0459387027726,s8_cue,s8_cue
903,s7,11,cue,parietal,-0.0202657605321,s7_cue,s7_cue
904,s6,11,cue,parietal,-0.0516043435149,s6_cue,s6_cue
905,s5,11,cue,parietal,-0.0390273863767,s5_cue,s5_cue
906,s4,11,cue,parietal,-0.0190119095318,s4_cue,s4_cue
907,s3,11,cue,parietal,-0.0942313372239,s3_cue,s3_cue
908,s2,11,cue,parietal,0.00913697311649,s2_cue,s2_cue
909,s1,11,cue,parietal,-0.149785192661,s1_cue,s1_cue
910,s0,11,cue,parietal,-0.0390019792127,s0_cue,s0_cue
911,s13,10,cue,parietal,-0.0733276094632,s13_cue,s13_cue
912,s4,14,cue,parietal,-0.0118680151433,s4_cue,s4_cue
913,s11,10,cue,parietal,-0.042917220338,s11_cue,s11_cue
914,s11,11,cue,parietal,-0.0344473228553,s11_cue,s11_cue
915,s10,10,cue,parietal,-0.0560472602531,s10_cue,s10_cue
916,s8,10,cue,parietal,-0.0459059592591999,s8_cue,s8_cue
917,s7,10,cue,parietal,-0.0142832458072,s7_cue,s7_cue
918,s6,10,cue,parietal,-0.0637547873885,s6_cue,s6_cue
919,s5,10,cue,parietal,-0.0497646707677,s5_cue,s5_cue
920,s4,10,cue,parietal,-0.0689714268396,s4_cue,s4_cue
921,s3,10,cue,parietal,-0.0917491496902,s3_cue,s3_cue
922,s2,10,cue,parietal,-0.0220622212949,s2_cue,s2_cue
923,s1,10,cue,parietal,-0.17645250841,s1_cue,s1_cue
924,s0,10,cue,parietal,-0.0326988324319,s0_cue,s0_cue
925,s13,9,cue,parietal,-0.0750794505206999,s13_cue,s13_cue
926,s12,9,cue,parietal,-0.0173973079805,s12_cue,s12_cue
927,s11,9,cue,parietal,-0.0267444028202,s11_cue,s11_cue
928,s10,9,cue,parietal,-0.0677246043773,s10_cue,s10_cue
929,s9,9,cue,parietal,-0.0295463942763,s9_cue,s9_cue
930,s7,16,cue,parietal,-0.0245893063994,s7_cue,s7_cue
931,s8,9,cue,parietal,-0.0396636958433,s8_cue,s8_cue
949,s6,9,cue,parietal,-0.0692480810464,s6_cue,s6_cue
967,s5,9,cue,parietal,-0.0567566311895,s5_cue,s5_cue
1063,s0,0,cue,parietal,-0.00689923478092,s0_cue,s0_cue
