,subject,subunit,group,variable
11459,S_B2,CELL_S_B2_25,B,2.418686732008802
11460,S_B2,CELL_S_B2_25,B,1.143687420526879
11461,S_B2,CELL_S_B2_25,B,1.8302392172521351
11462,S_B2,CELL_S_B2_25,B,1.8891034475630453
11463,S_B2,CELL_S_B2_25,B,2.394868058487876
11464,S_B2,CELL_S_B2_25,B,1.5106786029997565
11465,S_B2,CELL_S_B2_25,B,1.7149557906461381
11466,S_B2,CELL_S_B2_25,B,1.4503784118085663
11467,S_B2,CELL_S_B2_25,B,2.2746381070592236
11468,S_B2,CELL_S_B2_25,B,1.0423007491430236
11469,S_B2,CELL_S_B2_25,B,1.5600232313896722
11470,S_B2,CELL_S_B2_25,B,1.7702924378244298
11471,S_B2,CELL_S_B2_25,B,2.3752825999870266
11472,S_B2,CELL_S_B2_25,B,1.0360732442963208
11473,S_B2,CELL_S_B2_25,B,1.2390591781578844
11474,S_B2,CELL_S_B2_25,B,1.956397412891476
11475,S_B2,CELL_S_B2_25,B,1.4203465169824223
11476,S_B2,CELL_S_B2_25,B,2.8429349948139073
11477,S_B2,CELL_S_B2_25,B,1.5830526357019519
11478,S_B2,CELL_S_B2_25,B,1.042344313679712
11479,S_B2,CELL_S_B2_25,B,2.3101843405107783
11480,S_B2,CELL_S_B2_25,B,2.314767201916831
11481,S_B2,CELL_S_B2_25,B,1.1341386502831
11482,S_B2,CELL_S_B2_25,B,1.3656210570509109
11483,S_B2,CELL_S_B2_25,B,1.3022807296811065
11484,S_B2,CELL_S_B2_25,B,1.5926919355947036
11485,S_B2,CELL_S_B2_25,B,1.7179040310163134
11486,S_B2,CELL_S_B2_25,B,2.684325658084012
11487,S_B2,CELL_S_B2_25,B,0.9954973306214973
11488,S_B2,CELL_S_B2_25,B,1.652179116168187
11489,S_B2,CELL_S_B2_25,B,1.1524755022563302
11490,S_B2,CELL_S_B2_25,B,2.1422757077293575
11491,S_B2,CELL_S_B2_25,B,1.4640723785458647
11492,S_B2,CELL_S_B2_25,B,1.5733893447109544
11493,S_B2,CELL_S_B2_25,B,2.141747197951689
11494,S_B2,CELL_S_B2_25,B,1.3085013592281394
11495,S_B2,CELL_S_B2_25,B,2.311508197500209
11496,S_B2,CELL_S_B2_25,B,1.9917296236992792
11497,S_B2,CELL_S_B2_25,B,1.8561012030860302
11498,S_B2,CELL_S_B2_25,B,1.0034108124611798
11499,S_B2,CELL_S_B2_25,B,1.674769404240519
11500,S_B2,CELL_S_B2_25,B,0.9815254709841833
11501,S_B2,CELL_S_B2_25,B,1.382852357163641
11502,S_B2,CELL_S_B2_25,B,1.7679676167651934
11503,S_B2,CELL_S_B2_25,B,1.1415581691269077
11504,S_B2,CELL_S_B2_25,B,1.1473995385681914
11505,S_B2,CELL_S_B2_25,B,1.3280757006822954
11506,S_B2,CELL_S_B2_25,B,1.9162570172899567
11507,S_B2,CELL_S_B2_25,B,2.1158484510929627
11508,S_B2,CELL_S_B2_25,B,1.853485209207671
11509,S_B2,CELL_S_B2_25,B,2.1871071714337558
11510,S_B2,CELL_S_B2_25,B,2.5926112464430093
11511,S_B2,CELL_S_B2_25,B,0.9563113086927866
11512,S_B2,CELL_S_B2_25,B,1.513373942709001
11513,S_B2,CELL_S_B2_25,B,2.006703987981877
11514,S_B2,CELL_S_B2_25,B,2.0636896592561804
11515,S_B2,CELL_S_B2_25,B,1.9793380635775242
11516,S_B2,CELL_S_B2_25,B,2.016287265485229
11517,S_B2,CELL_S_B2_25,B,1.6587337021832678
11518,S_B2,CELL_S_B2_25,B,1.4288226409375722
11519,S_B2,CELL_S_B2_25,B,1.8765295864674634
11520,S_B2,CELL_S_B2_25,B,1.0544483074673339
11521,S_B2,CELL_S_B2_25,B,2.2884519178588167
11522,S_B2,CELL_S_B2_25,B,2.0271937951672787
11523,S_B2,CELL_S_B2_25,B,1.9712251051754162
11524,S_B2,CELL_S_B2_25,B,2.2227641345583575
11525,S_B2,CELL_S_B2_25,B,1.552818312799912
11526,S_B2,CELL_S_B2_25,B,2.162723087704057
11527,S_B2,CELL_S_B2_25,B,1.5269045286891043
11528,S_B2,CELL_S_B2_25,B,1.170681679752388
11529,S_B2,CELL_S_B2_25,B,1.5257202633782792
11530,S_B2,CELL_S_B2_25,B,1.5511873653712285
11531,S_B2,CELL_S_B2_25,B,1.1277607638163774
11532,S_B2,CELL_S_B2_25,B,2.262677859411508
11533,S_B2,CELL_S_B2_25,B,1.1335981667545356
11534,S_B2,CELL_S_B2_25,B,2.9026649383743903
11535,S_B2,CELL_S_B2_25,B,1.522786086425256
11536,S_B2,CELL_S_B2_25,B,1.5348023081698339
11537,S_B2,CELL_S_B2_25,B,1.448246506857664
11538,S_B2,CELL_S_B2_25,B,2.2454431415087925
11539,S_B2,CELL_S_B2_25,B,2.232386122429977
11540,S_B2,CELL_S_B2_25,B,2.9909946170796107
11541,S_B2,CELL_S_B2_25,B,1.1578837603836132
11542,S_B2,CELL_S_B2_25,B,1.7131280896567551
11543,S_B2,CELL_S_B2_25,B,1.9047314438721314
11544,S_B2,CELL_S_B2_25,B,1.7482666878718067
11545,S_B2,CELL_S_B2_25,B,1.2240367583313352
11546,S_B2,CELL_S_B2_25,B,1.5763455661101606
11547,S_B2,CELL_S_B2_25,B,1.4081695391410245
11548,S_B2,CELL_S_B2_25,B,1.668630480108594
11549,S_B2,CELL_S_B2_25,B,1.4074707743831487
11550,S_B2,CELL_S_B2_25,B,1.4779068042482233
11551,S_B2,CELL_S_B2_25,B,2.2594670854577865
11552,S_B2,CELL_S_B2_25,B,0.9929613066534497
11553,S_B2,CELL_S_B2_25,B,1.359376467898019
11554,S_B2,CELL_S_B2_25,B,2.140474491179436
11555,S_B2,CELL_S_B2_25,B,1.3562334250798858
11556,S_B2,CELL_S_B2_25,B,1.4229440860980231
11557,S_B2,CELL_S_B2_25,B,1.8626329130834292
11558,S_B2,CELL_S_B2_25,B,1.8241617045810112
11559,S_B2,CELL_S_B2_25,B,1.7811050668674364
11560,S_B2,CELL_S_B2_25,B,1.725473020074516
11561,S_B2,CELL_S_B2_25,B,1.5820674348265304
11562,S_B2,CELL_S_B2_25,B,1.989448755571607
11563,S_B2,CELL_S_B2_25,B,1.3527907777789328
11564,S_B2,CELL_S_B2_25,B,1.8091592769593883
11565,S_B2,CELL_S_B2_25,B,1.7103933945471146
11566,S_B2,CELL_S_B2_25,B,2.5812894402986934
11567,S_B2,CELL_S_B2_25,B,1.1563915411873555
11568,S_B2,CELL_S_B2_25,B,1.3109318752486645
11569,S_B2,CELL_S_B2_25,B,1.1439874489683746
11570,S_B2,CELL_S_B2_25,B,2.2228159815588158
11571,S_B2,CELL_S_B2_25,B,2.0060424804851147
11572,S_B2,CELL_S_B2_25,B,1.1367995144525043
11573,S_B2,CELL_S_B2_25,B,1.4014639079519688
11574,S_B2,CELL_S_B2_25,B,2.5670882781656394
11575,S_B3,CELL_S_B3_0,B,2.583548138158713
11576,S_B3,CELL_S_B3_0,B,1.7189889320930016
11577,S_B3,CELL_S_B3_0,B,1.067665839391871
11578,S_B3,CELL_S_B3_0,B,1.667341889466158
11579,S_B3,CELL_S_B3_0,B,2.3702086398854427
11580,S_B3,CELL_S_B3_0,B,1.4006333547345935
11581,S_B3,CELL_S_B3_0,B,1.6575797600859634
11582,S_B3,CELL_S_B3_0,B,1.6180340209196924
11583,S_B3,CELL_S_B3_0,B,1.7468789871908625
11584,S_B3,CELL_S_B3_0,B,1.155058162246344
11585,S_B3,CELL_S_B3_0,B,2.2798833247257617
11586,S_B3,CELL_S_B3_0,B,1.714644322249054
11587,S_B3,CELL_S_B3_0,B,2.9312155594038227
11588,S_B3,CELL_S_B3_0,B,1.5431469702856564
11589,S_B3,CELL_S_B3_0,B,2.5827600728827442
11590,S_B3,CELL_S_B3_0,B,3.9712074245100863
11591,S_B3,CELL_S_B3_0,B,1.2815935711436046
11592,S_B3,CELL_S_B3_0,B,1.6439115315311899
11593,S_B3,CELL_S_B3_0,B,1.6777588799987866
11594,S_B3,CELL_S_B3_0,B,1.325329030429981
11595,S_B3,CELL_S_B3_0,B,1.7836307609864541
11596,S_B3,CELL_S_B3_0,B,1.1358429434062955
11597,S_B3,CELL_S_B3_0,B,1.3291090248981254
11598,S_B3,CELL_S_B3_0,B,1.1502874233020446
11599,S_B3,CELL_S_B3_0,B,1.8397811866386413
11600,S_B3,CELL_S_B3_0,B,2.342837491274621
11601,S_B3,CELL_S_B3_0,B,1.8015455475835545
11602,S_B3,CELL_S_B3_0,B,2.0679582088423705
11603,S_B3,CELL_S_B3_0,B,1.5434740098392667
11604,S_B3,CELL_S_B3_0,B,1.861666233011113
11605,S_B3,CELL_S_B3_0,B,1.6762770198111347
11606,S_B3,CELL_S_B3_0,B,1.3061489689221386
11607,S_B3,CELL_S_B3_0,B,0.6872762179753953
11608,S_B3,CELL_S_B3_0,B,2.3452256565939473
11609,S_B3,CELL_S_B3_0,B,2.02074058857927
11610,S_B3,CELL_S_B3_0,B,1.5481387196005496
11611,S_B3,CELL_S_B3_0,B,1.356090169471408
11612,S_B3,CELL_S_B3_0,B,1.697008910094227
11613,S_B3,CELL_S_B3_0,B,2.6646531587296973
11614,S_B3,CELL_S_B3_0,B,2.142179161568717
11615,S_B3,CELL_S_B3_0,B,1.4520555420140242
11616,S_B3,CELL_S_B3_0,B,1.0254949755097402
11617,S_B3,CELL_S_B3_0,B,2.1189685159595397
11618,S_B3,CELL_S_B3_0,B,1.8422854384631497
11619,S_B3,CELL_S_B3_0,B,1.9839686551393954
11620,S_B3,CELL_S_B3_0,B,2.6912006353549276
11621,S_B3,CELL_S_B3_0,B,1.0479913923408695
11622,S_B3,CELL_S_B3_0,B,1.5286156717418082
11623,S_B3,CELL_S_B3_0,B,1.751021172668771
11624,S_B3,CELL_S_B3_0,B,1.3111416770237587
11625,S_B3,CELL_S_B3_0,B,2.1357516630885414
11626,S_B3,CELL_S_B3_0,B,1.1396597358193357
11627,S_B3,CELL_S_B3_0,B,1.433674791755523
11628,S_B3,CELL_S_B3_0,B,2.379706610385157
11629,S_B3,CELL_S_B3_0,B,1.1142915855787345
11630,S_B3,CELL_S_B3_0,B,1.801883101520982
11631,S_B3,CELL_S_B3_0,B,1.8408986816228614
11632,S_B3,CELL_S_B3_0,B,1.658694212006694
11633,S_B3,CELL_S_B3_0,B,2.0873110915622863
11634,S_B3,CELL_S_B3_0,B,1.6413373739688948
11635,S_B3,CELL_S_B3_0,B,1.7485750121389276
11636,S_B3,CELL_S_B3_0,B,1.511136742194738
11637,S_B3,CELL_S_B3_0,B,1.3686876187034496
11638,S_B3,CELL_S_B3_0,B,1.7919139979190866
11639,S_B3,CELL_S_B3_0,B,1.1554193508563049
11640,S_B3,CELL_S_B3_0,B,2.2383434149281753
11641,S_B3,CELL_S_B3_0,B,1.6794373712177728
11642,S_B3,CELL_S_B3_0,B,1.1764841352221842
11643,S_B3,CELL_S_B3_0,B,2.002132339011639
11644,S_B3,CELL_S_B3_0,B,2.445537971006171
11645,S_B3,CELL_S_B3_0,B,1.4212069313364784
11646,S_B3,CELL_S_B3_0,B,1.7343088041072197
11647,S_B3,CELL_S_B3_0,B,1.61735191254502
11648,S_B3,CELL_S_B3_0,B,1.1853810934065552
11649,S_B3,CELL_S_B3_0,B,1.5565191306763868
11650,S_B3,CELL_S_B3_0,B,1.173314112718469
11651,S_B3,CELL_S_B3_0,B,1.4806752943135577
11652,S_B3,CELL_S_B3_0,B,1.7684863335587369
11653,S_B3,CELL_S_B3_0,B,1.2412931922437478
11654,S_B3,CELL_S_B3_0,B,2.427201548238508
11655,S_B3,CELL_S_B3_0,B,1.8435987071910527
11656,S_B3,CELL_S_B3_0,B,1.3506948759138881
11657,S_B3,CELL_S_B3_0,B,1.956644790142133
11658,S_B3,CELL_S_B3_0,B,3.6220111005599405
11659,S_B3,CELL_S_B3_0,B,1.3898475367294603
11660,S_B3,CELL_S_B3_0,B,2.782785172148159
11661,S_B3,CELL_S_B3_0,B,1.2078532216575766
11662,S_B3,CELL_S_B3_0,B,1.84504954993578
11663,S_B3,CELL_S_B3_0,B,2.3819226292369056
11664,S_B3,CELL_S_B3_0,B,1.3383238927480983
11665,S_B3,CELL_S_B3_0,B,2.1548737905864788
11666,S_B3,CELL_S_B3_0,B,0.9355333091835415
11667,S_B3,CELL_S_B3_0,B,2.1293873350911485
11668,S_B3,CELL_S_B3_0,B,1.3335693632285024
11669,S_B3,CELL_S_B3_0,B,1.8312066469424866
11670,S_B3,CELL_S_B3_0,B,2.0674514225890634
11671,S_B3,CELL_S_B3_0,B,1.9320865332221517
11672,S_B3,CELL_S_B3_0,B,2.842114182280939
11673,S_B3,CELL_S_B3_0,B,1.4440157496235324
11674,S_B3,CELL_S_B3_0,B,3.1148522303389052
11675,S_B3,CELL_S_B3_0,B,2.117912467002529
11676,S_B3,CELL_S_B3_0,B,2.541291240335118
11677,S_B3,CELL_S_B3_0,B,1.3715269353957926
11678,S_B3,CELL_S_B3_0,B,1.287570311839565
11679,S_B3,CELL_S_B3_0,B,1.1005871956688305
11680,S_B3,CELL_S_B3_0,B,2.227822594307207
11681,S_B3,CELL_S_B3_0,B,1.9088792268432457
11682,S_B3,CELL_S_B3_0,B,1.8010325785796757
11683,S_B3,CELL_S_B3_0,B,1.8697218971245497
11684,S_B3,CELL_S_B3_0,B,1.763146740425365
11685,S_B3,CELL_S_B3_0,B,1.496573748315146
11686,S_B3,CELL_S_B3_0,B,1.9138066432982395
11687,S_B3,CELL_S_B3_0,B,1.2529585670241017
11688,S_B3,CELL_S_B3_0,B,1.325264349749008
11689,S_B3,CELL_S_B3_0,B,1.1496697448873965
11690,S_B3,CELL_S_B3_0,B,1.2227594435908777
11691,S_B3,CELL_S_B3_0,B,1.2403666597754803
11692,S_B3,CELL_S_B3_0,B,2.48756114641592
11693,S_B3,CELL_S_B3_0,B,1.3867829107823577
11694,S_B3,CELL_S_B3_0,B,2.69790287531449
11695,S_B3,CELL_S_B3_0,B,1.217633243000363
11696,S_B3,CELL_S_B3_0,B,1.2848926781734664
11697,S_B3,CELL_S_B3_0,B,1.001571024790266
11698,S_B3,CELL_S_B3_1,B,2.3162117038975354
11699,S_B3,CELL_S_B3_1,B,1.5018509685212147
11700,S_B3,CELL_S_B3_1,B,1.5163264395671245
11701,S_B3,CELL_S_B3_1,B,2.426355964556982
11702,S_B3,CELL_S_B3_1,B,1.2481517238385917
11703,S_B3,CELL_S_B3_1,B,1.4209234506347348
11704,S_B3,CELL_S_B3_1,B,1.2329138334830223
11705,S_B3,CELL_S_B3_1,B,2.265566554653017
11706,S_B3,CELL_S_B3_1,B,1.333477390781453
11707,S_B3,CELL_S_B3_1,B,1.4173365896552446
11708,S_B3,CELL_S_B3_1,B,1.4219550912246732
11709,S_B3,CELL_S_B3_1,B,1.5028465924354948
11710,S_B3,CELL_S_B3_1,B,1.0831745985080379
11711,S_B3,CELL_S_B3_1,B,1.4839356177554697
11712,S_B3,CELL_S_B3_1,B,2.2863703042742305
11713,S_B3,CELL_S_B3_1,B,1.8275689087149738
11714,S_B3,CELL_S_B3_1,B,3.3077315393965354
11715,S_B3,CELL_S_B3_1,B,1.9629358961942673
11716,S_B3,CELL_S_B3_1,B,1.993602332614181
11717,S_B3,CELL_S_B3_1,B,1.817944198532765
11718,S_B3,CELL_S_B3_1,B,2.085764369149794
11719,S_B3,CELL_S_B3_1,B,2.1752252736033544
11720,S_B3,CELL_S_B3_1,B,2.4570775912143388
11721,S_B3,CELL_S_B3_1,B,2.0228341605091456
11722,S_B3,CELL_S_B3_1,B,1.4449507225016325
11723,S_B3,CELL_S_B3_1,B,1.7073841822073714
11724,S_B3,CELL_S_B3_1,B,1.315613560685176
11725,S_B3,CELL_S_B3_1,B,2.010921024003748
11726,S_B3,CELL_S_B3_1,B,1.0553930697454939
11727,S_B3,CELL_S_B3_1,B,1.553612525476375
11728,S_B3,CELL_S_B3_1,B,1.3527506505254387
11729,S_B3,CELL_S_B3_1,B,2.428013210579929
11730,S_B3,CELL_S_B3_1,B,1.8972311444730234
11731,S_B3,CELL_S_B3_1,B,1.2855525850634206
11732,S_B3,CELL_S_B3_1,B,1.7485193286125342
11733,S_B3,CELL_S_B3_1,B,1.252715679772265
11734,S_B3,CELL_S_B3_1,B,2.658598604304491
11735,S_B3,CELL_S_B3_1,B,1.786932461153573
11736,S_B3,CELL_S_B3_1,B,1.1082703665608111
11737,S_B3,CELL_S_B3_1,B,1.8891367106697388
11738,S_B3,CELL_S_B3_1,B,3.5229202215807702
11739,S_B3,CELL_S_B3_1,B,1.7264145566194549
11740,S_B3,CELL_S_B3_1,B,3.4156010529683596
11741,S_B3,CELL_S_B3_1,B,2.1747066715493677
11742,S_B3,CELL_S_B3_1,B,1.2412359336961316
11743,S_B3,CELL_S_B3_1,B,1.7889172697900104
11744,S_B3,CELL_S_B3_1,B,1.490489952177029
11745,S_B3,CELL_S_B3_1,B,1.6785213474760516
11746,S_B3,CELL_S_B3_1,B,3.187587764115695
11747,S_B3,CELL_S_B3_1,B,1.4281684534987276
11748,S_B3,CELL_S_B3_1,B,1.1022717296296838
11749,S_B3,CELL_S_B3_1,B,2.430280459513919
11750,S_B3,CELL_S_B3_1,B,1.8829619685805186
11751,S_B3,CELL_S_B3_1,B,1.3865252877070884
11752,S_B3,CELL_S_B3_1,B,1.9120920490600246
11753,S_B3,CELL_S_B3_1,B,2.0588525937995614
11754,S_B3,CELL_S_B3_1,B,1.7652322133810552
11755,S_B3,CELL_S_B3_2,B,2.0281419087284474
11756,S_B3,CELL_S_B3_2,B,1.9849369253619955
11757,S_B3,CELL_S_B3_2,B,1.1213911957833351
11758,S_B3,CELL_S_B3_2,B,1.3077578896001207
11759,S_B3,CELL_S_B3_2,B,2.9156851162333948
11760,S_B3,CELL_S_B3_2,B,1.4616824915119249
11761,S_B3,CELL_S_B3_2,B,1.3164608809384868
11762,S_B3,CELL_S_B3_2,B,1.6832915420896712
11763,S_B3,CELL_S_B3_2,B,2.3935138805134586
11764,S_B3,CELL_S_B3_2,B,1.3212139756337613
11765,S_B3,CELL_S_B3_2,B,1.8596855760781579
11766,S_B3,CELL_S_B3_2,B,1.815391212392096
11767,S_B3,CELL_S_B3_2,B,1.312021389205889
11768,S_B3,CELL_S_B3_2,B,1.8337356413795507
11769,S_B3,CELL_S_B3_2,B,2.0032316086557884
11770,S_B3,CELL_S_B3_2,B,0.9773095205472061
11771,S_B3,CELL_S_B3_2,B,1.5595946273889718
11772,S_B3,CELL_S_B3_2,B,1.607737229803126
11773,S_B3,CELL_S_B3_2,B,1.4935023288687237
11774,S_B3,CELL_S_B3_2,B,1.6189153802367084
11775,S_B3,CELL_S_B3_2,B,1.200163339263754
11776,S_B3,CELL_S_B3_2,B,1.8197217689000227
11777,S_B3,CELL_S_B3_2,B,1.6781134272140839
11778,S_B3,CELL_S_B3_2,B,1.8808167098419775
11779,S_B3,CELL_S_B3_2,B,1.1364858051189164
11780,S_B3,CELL_S_B3_2,B,1.3764297614450183
11781,S_B3,CELL_S_B3_2,B,1.5054717984063892
11782,S_B3,CELL_S_B3_2,B,1.1262624612602912
11783,S_B3,CELL_S_B3_2,B,1.8268225535237799
11784,S_B3,CELL_S_B3_2,B,1.2183668306664905
11785,S_B3,CELL_S_B3_2,B,0.8934154441902767
11786,S_B3,CELL_S_B3_2,B,1.3412419791571595
11787,S_B3,CELL_S_B3_2,B,1.2232762582365098
11788,S_B3,CELL_S_B3_2,B,2.970147853822734
11789,S_B3,CELL_S_B3_2,B,2.440289000701766
11790,S_B3,CELL_S_B3_2,B,1.766223373553738
11791,S_B3,CELL_S_B3_2,B,1.6285295659643264
11792,S_B3,CELL_S_B3_2,B,1.869036725211661
11793,S_B3,CELL_S_B3_2,B,1.4205211862211302
11794,S_B3,CELL_S_B3_2,B,2.123410516296344
11795,S_B3,CELL_S_B3_2,B,1.4832056926706674
11796,S_B3,CELL_S_B3_2,B,1.5895146988307827
11797,S_B3,CELL_S_B3_2,B,1.9170918176077743
11798,S_B3,CELL_S_B3_2,B,1.1960844017198569
11799,S_B3,CELL_S_B3_2,B,1.4736220239541102
11800,S_B3,CELL_S_B3_2,B,1.4601915970492678
11801,S_B3,CELL_S_B3_2,B,1.4637606631061162
11802,S_B3,CELL_S_B3_2,B,2.1807826147007616
11803,S_B3,CELL_S_B3_2,B,1.736576828001696
11804,S_B3,CELL_S_B3_2,B,3.075764347125594
11805,S_B3,CELL_S_B3_2,B,4.1206666628171345
11806,S_B3,CELL_S_B3_3,B,1.8134128544239212
11807,S_B3,CELL_S_B3_3,B,1.8511312156553672
11808,S_B3,CELL_S_B3_3,B,2.660424799762921
11809,S_B3,CELL_S_B3_3,B,1.2540705091770115
11810,S_B3,CELL_S_B3_3,B,1.221904827931513
11811,S_B3,CELL_S_B3_3,B,1.8252027975016831
11812,S_B3,CELL_S_B3_3,B,2.2004372920729804
11813,S_B3,CELL_S_B3_3,B,2.057852368167569
11814,S_B3,CELL_S_B3_3,B,1.023256298383639
11815,S_B3,CELL_S_B3_3,B,0.9345592062735283
11816,S_B3,CELL_S_B3_3,B,2.336224034070296
11817,S_B3,CELL_S_B3_3,B,2.0656575716440875
11818,S_B3,CELL_S_B3_3,B,1.5453422412575333
11819,S_B3,CELL_S_B3_3,B,1.2045732207526667
11820,S_B3,CELL_S_B3_3,B,2.5240677984275615
11821,S_B3,CELL_S_B3_3,B,1.7766976502283247
11822,S_B3,CELL_S_B3_3,B,1.4477728777757748
11823,S_B3,CELL_S_B3_3,B,1.0925772691051958
11824,S_B3,CELL_S_B3_3,B,1.9392293191992862
11825,S_B3,CELL_S_B3_3,B,1.2201745199857243
11826,S_B3,CELL_S_B3_3,B,1.8834915437102917
11827,S_B3,CELL_S_B3_3,B,1.3079412843079536
11828,S_B3,CELL_S_B3_3,B,1.7219053857676618
11829,S_B3,CELL_S_B3_3,B,2.2775241415610044
11830,S_B3,CELL_S_B3_3,B,1.7094543828113018
11831,S_B3,CELL_S_B3_3,B,1.0574070622095384
11832,S_B3,CELL_S_B3_3,B,1.9606432422730906
11833,S_B3,CELL_S_B3_3,B,2.1088742034479604
11834,S_B3,CELL_S_B3_3,B,1.2816200912053777
11835,S_B3,CELL_S_B3_3,B,1.2047183514379136
11836,S_B3,CELL_S_B3_3,B,1.5223314244564305
11837,S_B3,CELL_S_B3_3,B,1.5163070003755152
11838,S_B3,CELL_S_B3_3,B,1.4875369175544697
11839,S_B3,CELL_S_B3_3,B,1.5319729332936791
11840,S_B3,CELL_S_B3_3,B,0.7762185062571654
11841,S_B3,CELL_S_B3_3,B,1.279351996983574
11842,S_B3,CELL_S_B3_3,B,1.9181990092494903
11843,S_B3,CELL_S_B3_3,B,1.4827834882215927
11844,S_B3,CELL_S_B3_3,B,1.160195616781102
11845,S_B3,CELL_S_B3_3,B,1.512307378477995
11846,S_B3,CELL_S_B3_3,B,2.441613644481561
11847,S_B3,CELL_S_B3_3,B,3.0648138826835
11848,S_B3,CELL_S_B3_3,B,2.6015408706563306
11849,S_B3,CELL_S_B3_3,B,1.972331345167427
11850,S_B3,CELL_S_B3_3,B,1.6904895129175184
11851,S_B3,CELL_S_B3_3,B,2.1768117025466083
11852,S_B3,CELL_S_B3_3,B,1.3440153749488815
11853,S_B3,CELL_S_B3_3,B,2.2355115521812365
11854,S_B3,CELL_S_B3_3,B,2.3242158238071595
11855,S_B3,CELL_S_B3_3,B,1.9726419816790826
11856,S_B3,CELL_S_B3_3,B,1.098880415073447
11857,S_B3,CELL_S_B3_3,B,1.363504047947081
11858,S_B3,CELL_S_B3_3,B,1.4091158325428499
11859,S_B3,CELL_S_B3_3,B,0.8718919622754197
11860,S_B3,CELL_S_B3_3,B,1.6591653437338032
11861,S_B3,CELL_S_B3_3,B,1.725825012721491
11862,S_B3,CELL_S_B3_3,B,1.680861238186495
11863,S_B3,CELL_S_B3_3,B,1.122056260436258
11864,S_B3,CELL_S_B3_3,B,1.214207977757002
11865,S_B3,CELL_S_B3_3,B,1.5943495319504264
11866,S_B3,CELL_S_B3_3,B,1.870201725832007
11867,S_B3,CELL_S_B3_3,B,1.6448060501137869
11868,S_B3,CELL_S_B3_3,B,0.9828227404498793
11869,S_B3,CELL_S_B3_3,B,1.4080671534260512
11870,S_B3,CELL_S_B3_3,B,2.23071936300228
11871,S_B3,CELL_S_B3_3,B,1.0533795325359834
11872,S_B3,CELL_S_B3_3,B,2.622296237200131
11873,S_B3,CELL_S_B3_3,B,1.6818970226820908
11874,S_B3,CELL_S_B3_3,B,1.0075616667556977
11875,S_B3,CELL_S_B3_3,B,1.996613885456628
11876,S_B3,CELL_S_B3_3,B,1.1853667735183029
11877,S_B3,CELL_S_B3_3,B,2.091552963883858
11878,S_B3,CELL_S_B3_3,B,1.8092215410912937
11879,S_B3,CELL_S_B3_3,B,1.338680265564179
11880,S_B3,CELL_S_B3_3,B,1.5966538719647627
11881,S_B3,CELL_S_B3_3,B,1.8376054573732665
11882,S_B3,CELL_S_B3_3,B,1.3585840625619319
11883,S_B3,CELL_S_B3_3,B,2.3581343842096447
11884,S_B3,CELL_S_B3_3,B,2.096054096937204
11885,S_B3,CELL_S_B3_3,B,2.233156137632412
11886,S_B3,CELL_S_B3_3,B,1.5225391695580095
11887,S_B3,CELL_S_B3_3,B,1.4512206561577785
11888,S_B3,CELL_S_B3_3,B,1.211228632326793
11889,S_B3,CELL_S_B3_3,B,2.0716534412045373
11890,S_B3,CELL_S_B3_3,B,1.2377686463836493
11891,S_B3,CELL_S_B3_3,B,1.2070811773793473
11892,S_B3,CELL_S_B3_3,B,2.3466307543696034
11893,S_B3,CELL_S_B3_3,B,0.9657682436180244
11894,S_B3,CELL_S_B3_3,B,1.770828157524966
11895,S_B3,CELL_S_B3_3,B,1.155078838471086
11896,S_B3,CELL_S_B3_3,B,2.6138860457437576
11897,S_B3,CELL_S_B3_3,B,1.2987079731458822
11898,S_B3,CELL_S_B3_3,B,0.9221125782492648
11899,S_B3,CELL_S_B3_3,B,1.5611456741971792
11900,S_B3,CELL_S_B3_3,B,1.4638295280559077
11901,S_B3,CELL_S_B3_3,B,1.5700786425298352
11902,S_B3,CELL_S_B3_3,B,1.4772700719807252
11903,S_B3,CELL_S_B3_3,B,1.77185473531977
11904,S_B3,CELL_S_B3_3,B,1.8349176328425965
11905,S_B3,CELL_S_B3_3,B,1.3984101408176925
11906,S_B3,CELL_S_B3_3,B,1.4099428065783102
11907,S_B3,CELL_S_B3_3,B,2.2189410937681675
11908,S_B3,CELL_S_B3_3,B,2.281261164569668
11909,S_B3,CELL_S_B3_3,B,2.1923668985921565
11910,S_B3,CELL_S_B3_3,B,1.1222834472322594
11911,S_B3,CELL_S_B3_3,B,1.7449493338693594
11912,S_B3,CELL_S_B3_3,B,1.158757267188962
11913,S_B3,CELL_S_B3_3,B,0.8667604753803327
11914,S_B3,CELL_S_B3_3,B,2.5310909002531763
11915,S_B3,CELL_S_B3_3,B,2.0308596594062784
11916,S_B3,CELL_S_B3_3,B,1.0902066978618468
11917,S_B3,CELL_S_B3_3,B,1.4064502601250455
11918,S_B3,CELL_S_B3_3,B,1.3715790816196594
11919,S_B3,CELL_S_B3_3,B,1.5428892455146472
11920,S_B3,CELL_S_B3_3,B,0.593978167169333
11921,S_B3,CELL_S_B3_3,B,2.03404518291187
11922,S_B3,CELL_S_B3_3,B,1.21491234316426
11923,S_B3,CELL_S_B3_3,B,2.028965639451142
11924,S_B3,CELL_S_B3_3,B,2.1774255174812063
11925,S_B3,CELL_S_B3_3,B,1.2134519242263584
11926,S_B3,CELL_S_B3_3,B,1.3536834310755415
11927,S_B3,CELL_S_B3_3,B,1.3016652913254045
11928,S_B3,CELL_S_B3_3,B,2.709459574734352
